model,mu/p_induced,generations,trial,mutants
Combined,1e-05,20,532,190
Darwinian,1e-05,20,533,69
Lamarckian,1e-05,20,533,11
Combined,1e-05,20,533,47
Darwinian,1e-05,20,534,131
Lamarckian,1e-05,20,534,13
Combined,1e-05,20,534,49
Darwinian,1e-05,20,535,146
Lamarckian,1e-05,20,535,10
Combined,1e-05,20,535,142
Darwinian,1e-05,20,536,111
Lamarckian,1e-05,20,536,7
Combined,1e-05,20,536,77
Darwinian,1e-05,20,537,63
Lamarckian,1e-05,20,537,12
Combined,1e-05,20,537,107
Darwinian,1e-05,20,538,114
Lamarckian,1e-05,20,538,12
Combined,1e-05,20,538,2139
Darwinian,1e-05,20,539,44
Lamarckian,1e-05,20,539,7
Combined,1e-05,20,539,162
Darwinian,1e-05,20,540,56
Lamarckian,1e-05,20,540,8
Combined,1e-05,20,540,79
Darwinian,1e-05,20,541,97
Lamarckian,1e-05,20,541,14
Combined,1e-05,20,541,101
Darwinian,1e-05,20,542,39
Lamarckian,1e-05,20,542,6
Combined,1e-05,20,542,80
Darwinian,1e-05,20,543,46
Lamarckian,1e-05,20,543,8
Combined,1e-05,20,543,187
Darwinian,1e-05,20,544,70
Lamarckian,1e-05,20,544,9
Combined,1e-05,20,544,319
Darwinian,1e-05,20,545,111
Lamarckian,1e-05,20,545,15
Combined,1e-05,20,545,75
Darwinian,1e-05,20,546,52
Lamarckian,1e-05,20,546,12
Combined,1e-05,20,546,81
Darwinian,1e-05,20,547,91
Lamarckian,1e-05,20,547,13
Combined,1e-05,20,547,152
Darwinian,1e-05,20,548,120
Lamarckian,1e-05,20,548,10
Combined,1e-05,20,548,53
Darwinian,1e-05,20,549,30
Lamarckian,1e-05,20,549,8
Combined,1e-05,20,549,171
Darwinian,1e-05,20,550,181
Lamarckian,1e-05,20,550,14
Combined,1e-05,20,550,107
Darwinian,1e-05,20,551,56
Lamarckian,1e-05,20,551,9
Combined,1e-05,20,551,105
Darwinian,1e-05,20,552,174
Lamarckian,1e-05,20,552,13
Combined,1e-05,20,552,87
Darwinian,1e-05,20,553,32
Lamarckian,1e-05,20,553,10
Combined,1e-05,20,553,55
Darwinian,1e-05,20,554,66
Lamarckian,1e-05,20,554,8
Combined,1e-05,20,554,53
Darwinian,1e-05,20,555,47
Lamarckian,1e-05,20,555,14
Combined,1e-05,20,555,76
Darwinian,1e-05,20,556,53
Lamarckian,1e-05,20,556,15
Combined,1e-05,20,556,125
Darwinian,1e-05,20,557,81
Lamarckian,1e-05,20,557,8
Combined,1e-05,20,557,88
Darwinian,1e-05,20,558,78
Lamarckian,1e-05,20,558,12
Combined,1e-05,20,558,143
Darwinian,1e-05,20,559,134
Lamarckian,1e-05,20,559,13
Combined,1e-05,20,559,65
Darwinian,1e-05,20,560,29
Lamarckian,1e-05,20,560,10
Combined,1e-05,20,560,478
Darwinian,1e-05,20,561,55
Lamarckian,1e-05,20,561,5
Combined,1e-05,20,561,70
Darwinian,1e-05,20,562,38
Lamarckian,1e-05,20,562,14
Combined,1e-05,20,562,51
Darwinian,1e-05,20,563,1187
Lamarckian,1e-05,20,563,11
Combined,1e-05,20,563,159
Darwinian,1e-05,20,564,49
Lamarckian,1e-05,20,564,10
Combined,1e-05,20,564,81
Darwinian,1e-05,20,565,16525
Lamarckian,1e-05,20,565,12
Combined,1e-05,20,565,401
Darwinian,1e-05,20,566,39
Lamarckian,1e-05,20,566,17
Combined,1e-05,20,566,182
Darwinian,1e-05,20,567,101
Lamarckian,1e-05,20,567,17
Combined,1e-05,20,567,60
Darwinian,1e-05,20,568,126
Lamarckian,1e-05,20,568,6
Combined,1e-05,20,568,82
Darwinian,1e-05,20,569,111
Lamarckian,1e-05,20,569,11
Combined,1e-05,20,569,42
Darwinian,1e-05,20,570,111
Lamarckian,1e-05,20,570,13
Combined,1e-05,20,570,120
Darwinian,1e-05,20,571,110
Lamarckian,1e-05,20,571,10
Combined,1e-05,20,571,66
Darwinian,1e-05,20,572,66
Lamarckian,1e-05,20,572,8
Combined,1e-05,20,572,144
Darwinian,1e-05,20,573,101
Lamarckian,1e-05,20,573,13
Combined,1e-05,20,573,56
Darwinian,1e-05,20,574,35
Lamarckian,1e-05,20,574,11
Combined,1e-05,20,574,53
Darwinian,1e-05,20,575,51
Lamarckian,1e-05,20,575,11
Combined,1e-05,20,575,193
Darwinian,1e-05,20,576,30
Lamarckian,1e-05,20,576,8
Combined,1e-05,20,576,54
Darwinian,1e-05,20,577,541
Lamarckian,1e-05,20,577,8
Combined,1e-05,20,577,140
Darwinian,1e-05,20,578,277
Lamarckian,1e-05,20,578,15
Combined,1e-05,20,578,88
Darwinian,1e-05,20,579,81
Lamarckian,1e-05,20,579,6
Combined,1e-05,20,579,2125
Darwinian,1e-05,20,580,65
Lamarckian,1e-05,20,580,16
Combined,1e-05,20,580,170
Darwinian,1e-05,20,581,66
Lamarckian,1e-05,20,581,15
Combined,1e-05,20,581,52
Darwinian,1e-05,20,582,87
Lamarckian,1e-05,20,582,13
Combined,1e-05,20,582,42
Darwinian,1e-05,20,583,90
Lamarckian,1e-05,20,583,12
Combined,1e-05,20,583,77
Darwinian,1e-05,20,584,42
Lamarckian,1e-05,20,584,12
Combined,1e-05,20,584,192
Darwinian,1e-05,20,585,89
Lamarckian,1e-05,20,585,6
Combined,1e-05,20,585,65
Darwinian,1e-05,20,586,41
Lamarckian,1e-05,20,586,12
Combined,1e-05,20,586,166
Darwinian,1e-05,20,587,112
Lamarckian,1e-05,20,587,11
Combined,1e-05,20,587,44
Darwinian,1e-05,20,588,321
Lamarckian,1e-05,20,588,11
Combined,1e-05,20,588,81
Darwinian,1e-05,20,589,234
Lamarckian,1e-05,20,589,17
Combined,1e-05,20,589,244
Darwinian,1e-05,20,590,79
Lamarckian,1e-05,20,590,7
Combined,1e-05,20,590,308
Darwinian,1e-05,20,591,122
Lamarckian,1e-05,20,591,8
Combined,1e-05,20,591,83
Darwinian,1e-05,20,592,64
Lamarckian,1e-05,20,592,6
Combined,1e-05,20,592,117
Darwinian,1e-05,20,593,194
Lamarckian,1e-05,20,593,13
Combined,1e-05,20,593,111
Darwinian,1e-05,20,594,98
Lamarckian,1e-05,20,594,7
Combined,1e-05,20,594,60
Darwinian,1e-05,20,595,545
Lamarckian,1e-05,20,595,9
Combined,1e-05,20,595,315
Darwinian,1e-05,20,596,32
Lamarckian,1e-05,20,596,9
Combined,1e-05,20,596,185
Darwinian,1e-05,20,597,51
Lamarckian,1e-05,20,597,12
Combined,1e-05,20,597,58
Darwinian,1e-05,20,598,58
Lamarckian,1e-05,20,598,11
Combined,1e-05,20,598,45
Darwinian,1e-05,20,599,48
Lamarckian,1e-05,20,599,12
Combined,1e-05,20,599,319
Darwinian,1e-05,20,600,79
Lamarckian,1e-05,20,600,12
Combined,1e-05,20,600,356
Darwinian,1e-05,20,601,54
Lamarckian,1e-05,20,601,8
Combined,1e-05,20,601,60
Darwinian,1e-05,20,602,81
Lamarckian,1e-05,20,602,10
Combined,1e-05,20,602,1140
Darwinian,1e-05,20,603,35
Lamarckian,1e-05,20,603,10
Combined,1e-05,20,603,53
Darwinian,1e-05,20,604,61
Lamarckian,1e-05,20,604,13
Combined,1e-05,20,604,84
Darwinian,1e-05,20,605,13
Lamarckian,1e-05,20,605,13
Combined,1e-05,20,605,151
Darwinian,1e-05,20,606,69
Lamarckian,1e-05,20,606,9
Combined,1e-05,20,606,120
Darwinian,1e-05,20,607,71
Lamarckian,1e-05,20,607,12
Combined,1e-05,20,607,423
Darwinian,1e-05,20,608,50
Lamarckian,1e-05,20,608,12
Combined,1e-05,20,608,70
Darwinian,1e-05,20,609,142
Lamarckian,1e-05,20,609,7
Combined,1e-05,20,609,85
Darwinian,1e-05,20,610,312
Lamarckian,1e-05,20,610,11
Combined,1e-05,20,610,145
Darwinian,1e-05,20,611,90
Lamarckian,1e-05,20,611,11
Combined,1e-05,20,611,60
Darwinian,1e-05,20,612,51
Lamarckian,1e-05,20,612,12
Combined,1e-05,20,612,86
Darwinian,1e-05,20,613,181
Lamarckian,1e-05,20,613,12
Combined,1e-05,20,613,66
Darwinian,1e-05,20,614,49
Lamarckian,1e-05,20,614,9
Combined,1e-05,20,614,44
Darwinian,1e-05,20,615,60
Lamarckian,1e-05,20,615,13
Combined,1e-05,20,615,1087
Darwinian,1e-05,20,616,29
Lamarckian,1e-05,20,616,16
Combined,1e-05,20,616,57
Darwinian,1e-05,20,617,72
Lamarckian,1e-05,20,617,8
Combined,1e-05,20,617,42
Darwinian,1e-05,20,618,27
Lamarckian,1e-05,20,618,10
Combined,1e-05,20,618,108
Darwinian,1e-05,20,619,52
Lamarckian,1e-05,20,619,8
Combined,1e-05,20,619,89
Darwinian,1e-05,20,620,124
Lamarckian,1e-05,20,620,14
Combined,1e-05,20,620,37
Darwinian,1e-05,20,621,25
Lamarckian,1e-05,20,621,14
Combined,1e-05,20,621,40
Darwinian,1e-05,20,622,72
Lamarckian,1e-05,20,622,12
Combined,1e-05,20,622,190
Darwinian,1e-05,20,623,66
Lamarckian,1e-05,20,623,14
Combined,1e-05,20,623,123
Darwinian,1e-05,20,624,74
Lamarckian,1e-05,20,624,10
Combined,1e-05,20,624,95
Darwinian,1e-05,20,625,56
Lamarckian,1e-05,20,625,8
Combined,1e-05,20,625,153
Darwinian,1e-05,20,626,133
Lamarckian,1e-05,20,626,11
Combined,1e-05,20,626,64
Darwinian,1e-05,20,627,55
Lamarckian,1e-05,20,627,13
Combined,1e-05,20,627,60
Darwinian,1e-05,20,628,76
Lamarckian,1e-05,20,628,6
Combined,1e-05,20,628,89
Darwinian,1e-05,20,629,82
Lamarckian,1e-05,20,629,10
Combined,1e-05,20,629,560
Darwinian,1e-05,20,630,87
Lamarckian,1e-05,20,630,11
Combined,1e-05,20,630,50
Darwinian,1e-05,20,631,385
Lamarckian,1e-05,20,631,12
Combined,1e-05,20,631,320
Darwinian,1e-05,20,632,209
Lamarckian,1e-05,20,632,11
Combined,1e-05,20,632,34
Darwinian,1e-05,20,633,55
Lamarckian,1e-05,20,633,8
Combined,1e-05,20,633,81
Darwinian,1e-05,20,634,71
Lamarckian,1e-05,20,634,10
Combined,1e-05,20,634,81
Darwinian,1e-05,20,635,155
Lamarckian,1e-05,20,635,11
Combined,1e-05,20,635,297
Darwinian,1e-05,20,636,129
Lamarckian,1e-05,20,636,14
Combined,1e-05,20,636,327
Darwinian,1e-05,20,637,69
Lamarckian,1e-05,20,637,12
Combined,1e-05,20,637,98
Darwinian,1e-05,20,638,52
Lamarckian,1e-05,20,638,7
Combined,1e-05,20,638,72
Darwinian,1e-05,20,639,87
Lamarckian,1e-05,20,639,17
Combined,1e-05,20,639,69
Darwinian,1e-05,20,640,70
Lamarckian,1e-05,20,640,8
Combined,1e-05,20,640,207
Darwinian,1e-05,20,641,84
Lamarckian,1e-05,20,641,9
Combined,1e-05,20,641,45
Darwinian,1e-05,20,642,27
Lamarckian,1e-05,20,642,10
Combined,1e-05,20,642,122
Darwinian,1e-05,20,643,231
Lamarckian,1e-05,20,643,11
Combined,1e-05,20,643,49
Darwinian,1e-05,20,644,24
Lamarckian,1e-05,20,644,6
Combined,1e-05,20,644,121
Darwinian,1e-05,20,645,186
Lamarckian,1e-05,20,645,10
Combined,1e-05,20,645,575
Darwinian,1e-05,20,646,123
Lamarckian,1e-05,20,646,10
Combined,1e-05,20,646,128
Darwinian,1e-05,20,647,67
Lamarckian,1e-05,20,647,9
Combined,1e-05,20,647,35
Darwinian,1e-05,20,648,74
Lamarckian,1e-05,20,648,10
Combined,1e-05,20,648,90
Darwinian,1e-05,20,649,146
Lamarckian,1e-05,20,649,8
Combined,1e-05,20,649,34
Darwinian,1e-05,20,650,1175
Lamarckian,1e-05,20,650,9
Combined,1e-05,20,650,56
Darwinian,1e-05,20,651,49
Lamarckian,1e-05,20,651,17
Combined,1e-05,20,651,66
Darwinian,1e-05,20,652,121
Lamarckian,1e-05,20,652,16
Combined,1e-05,20,652,33
Darwinian,1e-05,20,653,79
Lamarckian,1e-05,20,653,14
Combined,1e-05,20,653,60
Darwinian,1e-05,20,654,36
Lamarckian,1e-05,20,654,9
Combined,1e-05,20,654,106
Darwinian,1e-05,20,655,142
Lamarckian,1e-05,20,655,9
Combined,1e-05,20,655,105
Darwinian,1e-05,20,656,56
Lamarckian,1e-05,20,656,9
Combined,1e-05,20,656,97
Darwinian,1e-05,20,657,50
Lamarckian,1e-05,20,657,6
Combined,1e-05,20,657,66
Darwinian,1e-05,20,658,50
Lamarckian,1e-05,20,658,8
Combined,1e-05,20,658,52
Darwinian,1e-05,20,659,246
Lamarckian,1e-05,20,659,11
Combined,1e-05,20,659,198
Darwinian,1e-05,20,660,28
Lamarckian,1e-05,20,660,9
Combined,1e-05,20,660,48
Darwinian,1e-05,20,661,159
Lamarckian,1e-05,20,661,11
Combined,1e-05,20,661,46
Darwinian,1e-05,20,662,84
Lamarckian,1e-05,20,662,10
Combined,1e-05,20,662,83
Darwinian,1e-05,20,663,38
Lamarckian,1e-05,20,663,9
Combined,1e-05,20,663,79
Darwinian,1e-05,20,664,128
Lamarckian,1e-05,20,664,16
Combined,1e-05,20,664,85
Darwinian,1e-05,20,665,48
Lamarckian,1e-05,20,665,10
Combined,1e-05,20,665,90
Darwinian,1e-05,20,666,299
Lamarckian,1e-05,20,666,14
Combined,1e-05,20,666,69
Darwinian,1e-05,20,667,80
Lamarckian,1e-05,20,667,9
Combined,1e-05,20,667,110
Darwinian,1e-05,20,668,88
Lamarckian,1e-05,20,668,10
Combined,1e-05,20,668,108
Darwinian,1e-05,20,669,58
Lamarckian,1e-05,20,669,10
Combined,1e-05,20,669,172
Darwinian,1e-05,20,670,88
Lamarckian,1e-05,20,670,12
Combined,1e-05,20,670,51
Darwinian,1e-05,20,671,25
Lamarckian,1e-05,20,671,13
Combined,1e-05,20,671,60
Darwinian,1e-05,20,672,40
Lamarckian,1e-05,20,672,12
Combined,1e-05,20,672,90
Darwinian,1e-05,20,673,50
Lamarckian,1e-05,20,673,10
Combined,1e-05,20,673,380
Darwinian,1e-05,20,674,61
Lamarckian,1e-05,20,674,15
Combined,1e-05,20,674,354
Darwinian,1e-05,20,675,63
Lamarckian,1e-05,20,675,10
Combined,1e-05,20,675,92
Darwinian,1e-05,20,676,61
Lamarckian,1e-05,20,676,10
Combined,1e-05,20,676,64
Darwinian,1e-05,20,677,94
Lamarckian,1e-05,20,677,9
Combined,1e-05,20,677,222
Darwinian,1e-05,20,678,47
Lamarckian,1e-05,20,678,11
Combined,1e-05,20,678,84
Darwinian,1e-05,20,679,56
Lamarckian,1e-05,20,679,10
Combined,1e-05,20,679,96
Darwinian,1e-05,20,680,436
Lamarckian,1e-05,20,680,19
Combined,1e-05,20,680,55
Darwinian,1e-05,20,681,49
Lamarckian,1e-05,20,681,12
Combined,1e-05,20,681,140
Darwinian,1e-05,20,682,552
Lamarckian,1e-05,20,682,13
Combined,1e-05,20,682,111
Darwinian,1e-05,20,683,79
Lamarckian,1e-05,20,683,10
Combined,1e-05,20,683,96
Darwinian,1e-05,20,684,73
Lamarckian,1e-05,20,684,10
Combined,1e-05,20,684,60
Darwinian,1e-05,20,685,340
Lamarckian,1e-05,20,685,7
Combined,1e-05,20,685,95
Darwinian,1e-05,20,686,110
Lamarckian,1e-05,20,686,19
Combined,1e-05,20,686,47
Darwinian,1e-05,20,687,624
Lamarckian,1e-05,20,687,7
Combined,1e-05,20,687,131
Darwinian,1e-05,20,688,74
Lamarckian,1e-05,20,688,12
Combined,1e-05,20,688,57
Darwinian,1e-05,20,689,28
Lamarckian,1e-05,20,689,10
Combined,1e-05,20,689,179
Darwinian,1e-05,20,690,33
Lamarckian,1e-05,20,690,5
Combined,1e-05,20,690,62
Darwinian,1e-05,20,691,103
Lamarckian,1e-05,20,691,9
Combined,1e-05,20,691,97
Darwinian,1e-05,20,692,371
Lamarckian,1e-05,20,692,12
Combined,1e-05,20,692,330
Darwinian,1e-05,20,693,51
Lamarckian,1e-05,20,693,16
Combined,1e-05,20,693,78
Darwinian,1e-05,20,694,74
Lamarckian,1e-05,20,694,13
Combined,1e-05,20,694,178
Darwinian,1e-05,20,695,223
Lamarckian,1e-05,20,695,5
Combined,1e-05,20,695,51
Darwinian,1e-05,20,696,138
Lamarckian,1e-05,20,696,7
Combined,1e-05,20,696,80
Darwinian,1e-05,20,697,80
Lamarckian,1e-05,20,697,11
Combined,1e-05,20,697,199
Darwinian,1e-05,20,698,68
Lamarckian,1e-05,20,698,15
Combined,1e-05,20,698,52
Darwinian,1e-05,20,699,36
Lamarckian,1e-05,20,699,11
Combined,1e-05,20,699,212
Darwinian,1e-05,20,700,141
Lamarckian,1e-05,20,700,10
Combined,1e-05,20,700,122
Darwinian,1e-05,20,701,38
Lamarckian,1e-05,20,701,10
Combined,1e-05,20,701,86
Darwinian,1e-05,20,702,39
Lamarckian,1e-05,20,702,11
Combined,1e-05,20,702,90
Darwinian,1e-05,20,703,40
Lamarckian,1e-05,20,703,10
Combined,1e-05,20,703,43
Darwinian,1e-05,20,704,59
Lamarckian,1e-05,20,704,12
Combined,1e-05,20,704,107
Darwinian,1e-05,20,705,75
Lamarckian,1e-05,20,705,5
Combined,1e-05,20,705,79
Darwinian,1e-05,20,706,37
Lamarckian,1e-05,20,706,5
Combined,1e-05,20,706,48
Darwinian,1e-05,20,707,166
Lamarckian,1e-05,20,707,9
Combined,1e-05,20,707,83
Darwinian,1e-05,20,708,96
Lamarckian,1e-05,20,708,10
Combined,1e-05,20,708,75
Darwinian,1e-05,20,709,48
Lamarckian,1e-05,20,709,13
Combined,1e-05,20,709,57
Darwinian,1e-05,20,710,80
Lamarckian,1e-05,20,710,9
Combined,1e-05,20,710,122
Darwinian,1e-05,20,711,234
Lamarckian,1e-05,20,711,10
Combined,1e-05,20,711,39
Darwinian,1e-05,20,712,203
Lamarckian,1e-05,20,712,9
Combined,1e-05,20,712,69
Darwinian,1e-05,20,713,398
Lamarckian,1e-05,20,713,11
Combined,1e-05,20,713,187
Darwinian,1e-05,20,714,2087
Lamarckian,1e-05,20,714,9
Combined,1e-05,20,714,70
Darwinian,1e-05,20,715,119
Lamarckian,1e-05,20,715,8
Combined,1e-05,20,715,75
Darwinian,1e-05,20,716,96
Lamarckian,1e-05,20,716,13
Combined,1e-05,20,716,90
Darwinian,1e-05,20,717,20
Lamarckian,1e-05,20,717,13
Combined,1e-05,20,717,209
Darwinian,1e-05,20,718,92
Lamarckian,1e-05,20,718,15
Combined,1e-05,20,718,55
Darwinian,1e-05,20,719,31
Lamarckian,1e-05,20,719,9
Combined,1e-05,20,719,93
Darwinian,1e-05,20,720,25
Lamarckian,1e-05,20,720,20
Combined,1e-05,20,720,59
Darwinian,1e-05,20,721,91
Lamarckian,1e-05,20,721,10
Combined,1e-05,20,721,135
Darwinian,1e-05,20,722,66
Lamarckian,1e-05,20,722,7
Combined,1e-05,20,722,84
Darwinian,1e-05,20,723,38
Lamarckian,1e-05,20,723,12
Combined,1e-05,20,723,44
Darwinian,1e-05,20,724,30
Lamarckian,1e-05,20,724,10
Combined,1e-05,20,724,90
Darwinian,1e-05,20,725,53
Lamarckian,1e-05,20,725,10
Combined,1e-05,20,725,144
Darwinian,1e-05,20,726,53
Lamarckian,1e-05,20,726,16
Combined,1e-05,20,726,92
Darwinian,1e-05,20,727,4242
Lamarckian,1e-05,20,727,15
Combined,1e-05,20,727,83
Darwinian,1e-05,20,728,45
Lamarckian,1e-05,20,728,6
Combined,1e-05,20,728,144
Darwinian,1e-05,20,729,575
Lamarckian,1e-05,20,729,15
Combined,1e-05,20,729,62
Darwinian,1e-05,20,730,88
Lamarckian,1e-05,20,730,11
Combined,1e-05,20,730,117
Darwinian,1e-05,20,731,75
Lamarckian,1e-05,20,731,13
Combined,1e-05,20,731,71
Darwinian,1e-05,20,732,87
Lamarckian,1e-05,20,732,14
Combined,1e-05,20,732,66
Darwinian,1e-05,20,733,59
Lamarckian,1e-05,20,733,9
Combined,1e-05,20,733,49
Darwinian,1e-05,20,734,256
Lamarckian,1e-05,20,734,15
Combined,1e-05,20,734,84
Darwinian,1e-05,20,735,305
Lamarckian,1e-05,20,735,12
Combined,1e-05,20,735,158
Darwinian,1e-05,20,736,319
Lamarckian,1e-05,20,736,15
Combined,1e-05,20,736,51
Darwinian,1e-05,20,737,40
Lamarckian,1e-05,20,737,9
Combined,1e-05,20,737,55
Darwinian,1e-05,20,738,85
Lamarckian,1e-05,20,738,16
Combined,1e-05,20,738,76
Darwinian,1e-05,20,739,64
Lamarckian,1e-05,20,739,11
Combined,1e-05,20,739,223
Darwinian,1e-05,20,740,54
Lamarckian,1e-05,20,740,12
Combined,1e-05,20,740,104
Darwinian,1e-05,20,741,81
Lamarckian,1e-05,20,741,9
Combined,1e-05,20,741,228
Darwinian,1e-05,20,742,72
Lamarckian,1e-05,20,742,8
Combined,1e-05,20,742,182
Darwinian,1e-05,20,743,72
Lamarckian,1e-05,20,743,6
Combined,1e-05,20,743,141
Darwinian,1e-05,20,744,50
Lamarckian,1e-05,20,744,16
Combined,1e-05,20,744,68
Darwinian,1e-05,20,745,52
Lamarckian,1e-05,20,745,15
Combined,1e-05,20,745,61
Darwinian,1e-05,20,746,61
Lamarckian,1e-05,20,746,12
Combined,1e-05,20,746,232
Darwinian,1e-05,20,747,115
Lamarckian,1e-05,20,747,11
Combined,1e-05,20,747,69
Darwinian,1e-05,20,748,39
Lamarckian,1e-05,20,748,18
Combined,1e-05,20,748,138
Darwinian,1e-05,20,749,67
Lamarckian,1e-05,20,749,11
Combined,1e-05,20,749,5160
Darwinian,1e-05,20,750,60
Lamarckian,1e-05,20,750,6
Combined,1e-05,20,750,69
Darwinian,1e-05,20,751,61
Lamarckian,1e-05,20,751,7
Combined,1e-05,20,751,69
Darwinian,1e-05,20,752,138
Lamarckian,1e-05,20,752,7
Combined,1e-05,20,752,49
Darwinian,1e-05,20,753,35
Lamarckian,1e-05,20,753,18
Combined,1e-05,20,753,152
Darwinian,1e-05,20,754,115
Lamarckian,1e-05,20,754,14
Combined,1e-05,20,754,4162
Darwinian,1e-05,20,755,60
Lamarckian,1e-05,20,755,6
Combined,1e-05,20,755,81
Darwinian,1e-05,20,756,763
Lamarckian,1e-05,20,756,9
Combined,1e-05,20,756,45
Darwinian,1e-05,20,757,85
Lamarckian,1e-05,20,757,16
Combined,1e-05,20,757,101
Darwinian,1e-05,20,758,152
Lamarckian,1e-05,20,758,8
Combined,1e-05,20,758,129
Darwinian,1e-05,20,759,103
Lamarckian,1e-05,20,759,16
Combined,1e-05,20,759,183
Darwinian,1e-05,20,760,135
Lamarckian,1e-05,20,760,9
Combined,1e-05,20,760,209
Darwinian,1e-05,20,761,108
Lamarckian,1e-05,20,761,9
Combined,1e-05,20,761,70
Darwinian,1e-05,20,762,74
Lamarckian,1e-05,20,762,8
Combined,1e-05,20,762,137
Darwinian,1e-05,20,763,122
Lamarckian,1e-05,20,763,6
Combined,1e-05,20,763,31
Darwinian,1e-05,20,764,58
Lamarckian,1e-05,20,764,8
Combined,1e-05,20,764,113
Darwinian,1e-05,20,765,54
Lamarckian,1e-05,20,765,9
Combined,1e-05,20,765,376
Darwinian,1e-05,20,766,43
Lamarckian,1e-05,20,766,10
Combined,1e-05,20,766,137
Darwinian,1e-05,20,767,75
Lamarckian,1e-05,20,767,11
Combined,1e-05,20,767,89
Darwinian,1e-05,20,768,126
Lamarckian,1e-05,20,768,14
Combined,1e-05,20,768,129
Darwinian,1e-05,20,769,114
Lamarckian,1e-05,20,769,11
Combined,1e-05,20,769,55
Darwinian,1e-05,20,770,30
Lamarckian,1e-05,20,770,16
Combined,1e-05,20,770,193
Darwinian,1e-05,20,771,70
Lamarckian,1e-05,20,771,12
Combined,1e-05,20,771,92
Darwinian,1e-05,20,772,80
Lamarckian,1e-05,20,772,11
Combined,1e-05,20,772,99
Darwinian,1e-05,20,773,629
Lamarckian,1e-05,20,773,6
Combined,1e-05,20,773,71
Darwinian,1e-05,20,774,47
Lamarckian,1e-05,20,774,13
Combined,1e-05,20,774,37
Darwinian,1e-05,20,775,47
Lamarckian,1e-05,20,775,10
Combined,1e-05,20,775,74
Darwinian,1e-05,20,776,70
Lamarckian,1e-05,20,776,7
Combined,1e-05,20,776,107
Darwinian,1e-05,20,777,24
Lamarckian,1e-05,20,777,10
Combined,1e-05,20,777,85
Darwinian,1e-05,20,778,88
Lamarckian,1e-05,20,778,12
Combined,1e-05,20,778,135
Darwinian,1e-05,20,779,62
Lamarckian,1e-05,20,779,8
Combined,1e-05,20,779,101
Darwinian,1e-05,20,780,52
Lamarckian,1e-05,20,780,13
Combined,1e-05,20,780,35
Darwinian,1e-05,20,781,341
Lamarckian,1e-05,20,781,12
Combined,1e-05,20,781,198
Darwinian,1e-05,20,782,190
Lamarckian,1e-05,20,782,14
Combined,1e-05,20,782,65
Darwinian,1e-05,20,783,70
Lamarckian,1e-05,20,783,13
Combined,1e-05,20,783,191
Darwinian,1e-05,20,784,61
Lamarckian,1e-05,20,784,11
Combined,1e-05,20,784,40
Darwinian,1e-05,20,785,301
Lamarckian,1e-05,20,785,10
Combined,1e-05,20,785,326
Darwinian,1e-05,20,786,79
Lamarckian,1e-05,20,786,15
Combined,1e-05,20,786,42
Darwinian,1e-05,20,787,66
Lamarckian,1e-05,20,787,13
Combined,1e-05,20,787,100
Darwinian,1e-05,20,788,118
Lamarckian,1e-05,20,788,12
Combined,1e-05,20,788,57
Darwinian,1e-05,20,789,53
Lamarckian,1e-05,20,789,7
Combined,1e-05,20,789,86
Darwinian,1e-05,20,790,101
Lamarckian,1e-05,20,790,7
Combined,1e-05,20,790,210
Darwinian,1e-05,20,791,60
Lamarckian,1e-05,20,791,16
Combined,1e-05,20,791,185
Darwinian,1e-05,20,792,31
Lamarckian,1e-05,20,792,14
Combined,1e-05,20,792,99
Darwinian,1e-05,20,793,49
Lamarckian,1e-05,20,793,4
Combined,1e-05,20,793,130
Darwinian,1e-05,20,794,51
Lamarckian,1e-05,20,794,10
Combined,1e-05,20,794,622
Darwinian,1e-05,20,795,42
Lamarckian,1e-05,20,795,11
Combined,1e-05,20,795,51
Darwinian,1e-05,20,796,18523
Lamarckian,1e-05,20,796,9
Combined,1e-05,20,796,62
Darwinian,1e-05,20,797,115
Lamarckian,1e-05,20,797,15
Combined,1e-05,20,797,132
Darwinian,1e-05,20,798,761
Lamarckian,1e-05,20,798,10
Combined,1e-05,20,798,431
Darwinian,1e-05,20,799,205
Lamarckian,1e-05,20,799,17
Combined,1e-05,20,799,2113
Darwinian,1e-05,20,800,65
Lamarckian,1e-05,20,800,15
Combined,1e-05,20,800,103
Darwinian,1e-05,20,801,149
Lamarckian,1e-05,20,801,13
Combined,1e-05,20,801,194
Darwinian,1e-05,20,802,50
Lamarckian,1e-05,20,802,8
Combined,1e-05,20,802,65
Darwinian,1e-05,20,803,47
Lamarckian,1e-05,20,803,7
Combined,1e-05,20,803,86
Darwinian,1e-05,20,804,32
Lamarckian,1e-05,20,804,8
Combined,1e-05,20,804,53
Darwinian,1e-05,20,805,75
Lamarckian,1e-05,20,805,16
Combined,1e-05,20,805,124
Darwinian,1e-05,20,806,82
Lamarckian,1e-05,20,806,15
Combined,1e-05,20,806,136
Darwinian,1e-05,20,807,114
Lamarckian,1e-05,20,807,5
Combined,1e-05,20,807,209
Darwinian,1e-05,20,808,58
Lamarckian,1e-05,20,808,13
Combined,1e-05,20,808,92
Darwinian,1e-05,20,809,73
Lamarckian,1e-05,20,809,12
Combined,1e-05,20,809,360
Darwinian,1e-05,20,810,59
Lamarckian,1e-05,20,810,10
Combined,1e-05,20,810,126
Darwinian,1e-05,20,811,88
Lamarckian,1e-05,20,811,10
Combined,1e-05,20,811,321
