model,mu/p_induced,generations,trial,mutants
Darwinian,0.0001,24,30,23539
Lamarckian,0.0001,24,30,1666
Combined,0.0001,24,30,24477
Darwinian,0.0001,24,31,33199
Lamarckian,0.0001,24,31,1655
Combined,0.0001,24,31,24410
Darwinian,0.0001,24,32,35533
Lamarckian,0.0001,24,32,1725
Combined,0.0001,24,32,21878
Darwinian,0.0001,24,33,17409
Lamarckian,0.0001,24,33,1654
Combined,0.0001,24,33,92068
Darwinian,0.0001,24,34,17900
Lamarckian,0.0001,24,34,1661
Combined,0.0001,24,34,23262
Darwinian,0.0001,24,35,18683
Lamarckian,0.0001,24,35,1662
Combined,0.0001,24,35,33041
Darwinian,0.0001,24,36,16545
Lamarckian,0.0001,24,36,1714
Combined,0.0001,24,36,42578
Darwinian,0.0001,24,37,46077
Lamarckian,0.0001,24,37,1680
Combined,0.0001,24,37,25185
Darwinian,0.0001,24,38,90375
Lamarckian,0.0001,24,38,1722
Combined,0.0001,24,38,24531
Darwinian,0.0001,24,39,27687
Lamarckian,0.0001,24,39,1656
Combined,0.0001,24,39,23436
Darwinian,0.0001,24,40,27275
Lamarckian,0.0001,24,40,1652
Combined,0.0001,24,40,22010
Darwinian,0.0001,24,41,29209
Lamarckian,0.0001,24,41,1688
Combined,0.0001,24,41,32106
Darwinian,0.0001,24,42,35551
Lamarckian,0.0001,24,42,1708
Combined,0.0001,24,42,23412
Darwinian,0.0001,24,43,21676
Lamarckian,0.0001,24,43,1670
Combined,0.0001,24,43,32317
Darwinian,0.0001,24,44,49940
Lamarckian,0.0001,24,44,1664
Combined,0.0001,24,44,22076
Darwinian,0.0001,24,45,51195
Lamarckian,0.0001,24,45,1659
Combined,0.0001,24,45,91388
Darwinian,0.0001,24,46,19513
Lamarckian,0.0001,24,46,1706
Combined,0.0001,24,46,16421
Darwinian,0.0001,24,47,17465
Lamarckian,0.0001,24,47,1716
Combined,0.0001,24,47,24619
Darwinian,0.0001,24,48,161823
Lamarckian,0.0001,24,48,1712
Combined,0.0001,24,48,24346
Darwinian,0.0001,24,49,20136
Lamarckian,0.0001,24,49,1705
Combined,0.0001,24,49,21668
Darwinian,0.0001,24,50,15540
Lamarckian,0.0001,24,50,1666
Combined,0.0001,24,50,20903
Darwinian,0.0001,24,51,23923
Lamarckian,0.0001,24,51,1745
Combined,0.0001,24,51,23137
Darwinian,0.0001,24,52,17272
Lamarckian,0.0001,24,52,1675
Combined,0.0001,24,52,24811
Darwinian,0.0001,24,53,19207
Lamarckian,0.0001,24,53,1723
Combined,0.0001,24,53,22776
Darwinian,0.0001,24,54,17850
Lamarckian,0.0001,24,54,1687
Combined,0.0001,24,54,36742
Darwinian,0.0001,24,55,23082
Lamarckian,0.0001,24,55,1683
Combined,0.0001,24,55,37877
Darwinian,0.0001,24,56,50146
Lamarckian,0.0001,24,56,1704
Combined,0.0001,24,56,57141
Darwinian,0.0001,24,57,19782
Lamarckian,0.0001,24,57,1658
Combined,0.0001,24,57,21694
Darwinian,0.0001,24,58,77514
Lamarckian,0.0001,24,58,1715
Combined,0.0001,24,58,49439
Darwinian,0.0001,24,59,36843
Lamarckian,0.0001,24,59,1639
Combined,0.0001,24,59,19972
Darwinian,0.0001,24,60,28137
Lamarckian,0.0001,24,60,1592
Combined,0.0001,24,60,21717
Darwinian,0.0001,24,61,23741
Lamarckian,0.0001,24,61,1621
Combined,0.0001,24,61,26529
Darwinian,0.0001,24,62,22149
Lamarckian,0.0001,24,62,1665
Combined,0.0001,24,62,21028
Darwinian,0.0001,24,63,21455
Lamarckian,0.0001,24,63,1679
Combined,0.0001,24,63,29075
Darwinian,0.0001,24,64,18798
Lamarckian,0.0001,24,64,1676
Combined,0.0001,24,64,23386
Darwinian,0.0001,24,65,19705
Lamarckian,0.0001,24,65,1655
Combined,0.0001,24,65,43699
Darwinian,0.0001,24,66,26415
Lamarckian,0.0001,24,66,1647
Combined,0.0001,24,66,26974
Darwinian,0.0001,24,67,25232
Lamarckian,0.0001,24,67,1727
Combined,0.0001,24,67,26066
Darwinian,0.0001,24,68,24249
Lamarckian,0.0001,24,68,1640
Combined,0.0001,24,68,21743
Darwinian,0.0001,24,69,20049
Lamarckian,0.0001,24,69,1693
Combined,0.0001,24,69,22843
Darwinian,0.0001,24,70,50422
Lamarckian,0.0001,24,70,1649
Combined,0.0001,24,70,19767
Darwinian,0.0001,24,71,38045
Lamarckian,0.0001,24,71,1682
Combined,0.0001,24,71,27303
Darwinian,0.0001,24,72,32075
Lamarckian,0.0001,24,72,1684
Combined,0.0001,24,72,28203
Darwinian,0.0001,24,73,18826
Lamarckian,0.0001,24,73,1693
Combined,0.0001,24,73,20324
Darwinian,0.0001,24,74,19896
Lamarckian,0.0001,24,74,1656
Combined,0.0001,24,74,24663
Darwinian,0.0001,24,75,29887
Lamarckian,0.0001,24,75,1652
Combined,0.0001,24,75,280704
Darwinian,0.0001,24,76,23723
Lamarckian,0.0001,24,76,1681
Combined,0.0001,24,76,27727
Darwinian,0.0001,24,77,24150
Lamarckian,0.0001,24,77,1649
Combined,0.0001,24,77,47673
Darwinian,0.0001,24,78,19749
Lamarckian,0.0001,24,78,1600
Combined,0.0001,24,78,38949
Darwinian,0.0001,24,79,22941
Lamarckian,0.0001,24,79,1749
Combined,0.0001,24,79,27893
Darwinian,0.0001,24,80,20740
Lamarckian,0.0001,24,80,1731
Combined,0.0001,24,80,22417
Darwinian,0.0001,24,81,27062
Lamarckian,0.0001,24,81,1621
Combined,0.0001,24,81,60230
Darwinian,0.0001,24,82,21813
Lamarckian,0.0001,24,82,1650
Combined,0.0001,24,82,283539
Darwinian,0.0001,24,83,35256
Lamarckian,0.0001,24,83,1697
Combined,0.0001,24,83,33927
Darwinian,0.0001,24,84,19453
Lamarckian,0.0001,24,84,1694
Combined,0.0001,24,84,18641
Darwinian,0.0001,24,85,36232
Lamarckian,0.0001,24,85,1680
Combined,0.0001,24,85,27097
Darwinian,0.0001,24,86,29195
Lamarckian,0.0001,24,86,1741
Combined,0.0001,24,86,22255
Darwinian,0.0001,24,87,23132
Lamarckian,0.0001,24,87,1727
Combined,0.0001,24,87,156907
Darwinian,0.0001,24,88,26623
Lamarckian,0.0001,24,88,1654
Combined,0.0001,24,88,24783
Darwinian,0.0001,24,89,23118
Lamarckian,0.0001,24,89,1674
Combined,0.0001,24,89,26290
Darwinian,0.0001,24,90,86981
Lamarckian,0.0001,24,90,1683
Combined,0.0001,24,90,19942
Darwinian,0.0001,24,91,23977
Lamarckian,0.0001,24,91,1686
Combined,0.0001,24,91,69606
Darwinian,0.0001,24,92,60977
Lamarckian,0.0001,24,92,1676
Combined,0.0001,24,92,20946
Darwinian,0.0001,24,93,35809
Lamarckian,0.0001,24,93,1658
Combined,0.0001,24,93,29631
Darwinian,0.0001,24,94,36523
Lamarckian,0.0001,24,94,1654
Combined,0.0001,24,94,24889
Darwinian,0.0001,24,95,18306
Lamarckian,0.0001,24,95,1681
Combined,0.0001,24,95,33273
Darwinian,0.0001,24,96,21801
Lamarckian,0.0001,24,96,1655
Combined,0.0001,24,96,21219
Darwinian,0.0001,24,97,22865
Lamarckian,0.0001,24,97,1672
Combined,0.0001,24,97,23964
Darwinian,0.0001,24,98,17684
Lamarckian,0.0001,24,98,1618
Combined,0.0001,24,98,44905
Darwinian,0.0001,24,99,29143
Lamarckian,0.0001,24,99,1646
Combined,0.0001,24,99,24333
Darwinian,0.0001,24,100,21377
Lamarckian,0.0001,24,100,1674
Combined,0.0001,24,100,21752
Darwinian,0.0001,24,101,20660
Lamarckian,0.0001,24,101,1701
Combined,0.0001,24,101,549946
Darwinian,0.0001,24,102,29418
Lamarckian,0.0001,24,102,1676
Combined,0.0001,24,102,31651
Darwinian,0.0001,24,103,86575
Lamarckian,0.0001,24,103,1723
Combined,0.0001,24,103,17088
Darwinian,0.0001,24,104,20583
Lamarckian,0.0001,24,104,1706
Combined,0.0001,24,104,46006
Darwinian,0.0001,24,105,29397
Lamarckian,0.0001,24,105,1655
Combined,0.0001,24,105,23891
Darwinian,0.0001,24,106,17240
Lamarckian,0.0001,24,106,1639
Combined,0.0001,24,106,21677
Darwinian,0.0001,24,107,25540
Lamarckian,0.0001,24,107,1684
Combined,0.0001,24,107,34408
Darwinian,0.0001,24,108,56342
Lamarckian,0.0001,24,108,1640
Combined,0.0001,24,108,23797
Darwinian,0.0001,24,109,25148
Lamarckian,0.0001,24,109,1714
Combined,0.0001,24,109,20289
Darwinian,0.0001,24,110,24171
Lamarckian,0.0001,24,110,1646
Combined,0.0001,24,110,29082
Darwinian,0.0001,24,111,17885
Lamarckian,0.0001,24,111,1677
Combined,0.0001,24,111,28754
Darwinian,0.0001,24,112,26380
Lamarckian,0.0001,24,112,1622
Combined,0.0001,24,112,26628
Darwinian,0.0001,24,113,19572
Lamarckian,0.0001,24,113,1639
Combined,0.0001,24,113,21394
Darwinian,0.0001,24,114,32303
Lamarckian,0.0001,24,114,1620
Combined,0.0001,24,114,31120
Darwinian,0.0001,24,115,17144
Lamarckian,0.0001,24,115,1683
Combined,0.0001,24,115,36842
Darwinian,0.0001,24,116,22230
Lamarckian,0.0001,24,116,1731
Combined,0.0001,24,116,27112
Darwinian,0.0001,24,117,22087
Lamarckian,0.0001,24,117,1700
Combined,0.0001,24,117,21369
Darwinian,0.0001,24,118,19297
Lamarckian,0.0001,24,118,1639
Combined,0.0001,24,118,23784
Darwinian,0.0001,24,119,37362
Lamarckian,0.0001,24,119,1710
Combined,0.0001,24,119,28623
Darwinian,0.0001,24,120,21898
Lamarckian,0.0001,24,120,1648
Combined,0.0001,24,120,33317
Darwinian,0.0001,24,121,20004
Lamarckian,0.0001,24,121,1607
Combined,0.0001,24,121,39467
Darwinian,0.0001,24,122,25866
Lamarckian,0.0001,24,122,1726
Combined,0.0001,24,122,25501
Darwinian,0.0001,24,123,58519
Lamarckian,0.0001,24,123,1700
Combined,0.0001,24,123,17363
Darwinian,0.0001,24,124,21720
Lamarckian,0.0001,24,124,1704
Combined,0.0001,24,124,22601
Darwinian,0.0001,24,125,23321
Lamarckian,0.0001,24,125,1715
Combined,0.0001,24,125,20070
Darwinian,0.0001,24,126,20092
Lamarckian,0.0001,24,126,1604
Combined,0.0001,24,126,22858
Darwinian,0.0001,24,127,16150
Lamarckian,0.0001,24,127,1675
Combined,0.0001,24,127,17129
Darwinian,0.0001,24,128,22759
Lamarckian,0.0001,24,128,1636
Combined,0.0001,24,128,41559
Darwinian,0.0001,24,129,28335
Lamarckian,0.0001,24,129,1667
Combined,0.0001,24,129,27924
Darwinian,0.0001,24,130,32970
Lamarckian,0.0001,24,130,1634
Combined,0.0001,24,130,50192
Darwinian,0.0001,24,131,26390
Lamarckian,0.0001,24,131,1674
Combined,0.0001,24,131,26162
Darwinian,0.0001,24,132,37119
Lamarckian,0.0001,24,132,1640
Combined,0.0001,24,132,21965
Darwinian,0.0001,24,133,16953
Lamarckian,0.0001,24,133,1673
Combined,0.0001,24,133,28691
Darwinian,0.0001,24,134,21520
Lamarckian,0.0001,24,134,1694
Combined,0.0001,24,134,33241
Darwinian,0.0001,24,135,20427
Lamarckian,0.0001,24,135,1687
Combined,0.0001,24,135,25980
Darwinian,0.0001,24,136,18803
Lamarckian,0.0001,24,136,1676
Combined,0.0001,24,136,33822
Darwinian,0.0001,24,137,20535
Lamarckian,0.0001,24,137,1693
Combined,0.0001,24,137,25439
Darwinian,0.0001,24,138,352758
Lamarckian,0.0001,24,138,1716
Combined,0.0001,24,138,24075
Darwinian,0.0001,24,139,14811
Lamarckian,0.0001,24,139,1670
Combined,0.0001,24,139,38381
Darwinian,0.0001,24,140,19713
Lamarckian,0.0001,24,140,1733
Combined,0.0001,24,140,34468
Darwinian,0.0001,24,141,20624
Lamarckian,0.0001,24,141,1726
Combined,0.0001,24,141,23145
Darwinian,0.0001,24,142,24612
Lamarckian,0.0001,24,142,1632
Combined,0.0001,24,142,24933
Darwinian,0.0001,24,143,47459
Lamarckian,0.0001,24,143,1652
Combined,0.0001,24,143,25267
Darwinian,0.0001,24,144,17337
Lamarckian,0.0001,24,144,1689
Combined,0.0001,24,144,24543
Darwinian,0.0001,24,145,32211
Lamarckian,0.0001,24,145,1700
Combined,0.0001,24,145,26910
Darwinian,0.0001,24,146,28421
Lamarckian,0.0001,24,146,1750
Combined,0.0001,24,146,29067
Darwinian,0.0001,24,147,16917
Lamarckian,0.0001,24,147,1667
Combined,0.0001,24,147,21588
Darwinian,0.0001,24,148,26550
Lamarckian,0.0001,24,148,1702
Combined,0.0001,24,148,52177
Darwinian,0.0001,24,149,33128
Lamarckian,0.0001,24,149,1663
Combined,0.0001,24,149,21373
Darwinian,0.0001,24,150,30208
Lamarckian,0.0001,24,150,1761
Combined,0.0001,24,150,20168
Darwinian,0.0001,24,151,20748
Lamarckian,0.0001,24,151,1719
Combined,0.0001,24,151,1071388
Darwinian,0.0001,24,152,29252
Lamarckian,0.0001,24,152,1700
Combined,0.0001,24,152,32699
Darwinian,0.0001,24,153,18483
Lamarckian,0.0001,24,153,1693
Combined,0.0001,24,153,24935
Darwinian,0.0001,24,154,17056
Lamarckian,0.0001,24,154,1722
Combined,0.0001,24,154,26751
Darwinian,0.0001,24,155,20693
Lamarckian,0.0001,24,155,1765
Combined,0.0001,24,155,16598
Darwinian,0.0001,24,156,26356
Lamarckian,0.0001,24,156,1664
Combined,0.0001,24,156,45934
Darwinian,0.0001,24,157,34387
Lamarckian,0.0001,24,157,1636
Combined,0.0001,24,157,22038
Darwinian,0.0001,24,158,24670
Lamarckian,0.0001,24,158,1661
Combined,0.0001,24,158,31705
Darwinian,0.0001,24,159,27168
Lamarckian,0.0001,24,159,1831
Combined,0.0001,24,159,23594
Darwinian,0.0001,24,160,23951
Lamarckian,0.0001,24,160,1644
Combined,0.0001,24,160,35959
Darwinian,0.0001,24,161,22802
Lamarckian,0.0001,24,161,1671
Combined,0.0001,24,161,26189
Darwinian,0.0001,24,162,21683
Lamarckian,0.0001,24,162,1707
Combined,0.0001,24,162,25354
Darwinian,0.0001,24,163,548372
Lamarckian,0.0001,24,163,1633
Combined,0.0001,24,163,25104
Darwinian,0.0001,24,164,20391
Lamarckian,0.0001,24,164,1661
Combined,0.0001,24,164,16449
Darwinian,0.0001,24,165,81593
Lamarckian,0.0001,24,165,1597
Combined,0.0001,24,165,19868
Darwinian,0.0001,24,166,20289
Lamarckian,0.0001,24,166,1717
Combined,0.0001,24,166,18755
Darwinian,0.0001,24,167,20276
Lamarckian,0.0001,24,167,1776
Combined,0.0001,24,167,31749
Darwinian,0.0001,24,168,25215
Lamarckian,0.0001,24,168,1667
Combined,0.0001,24,168,21141
Darwinian,0.0001,24,169,46140
Lamarckian,0.0001,24,169,1690
Combined,0.0001,24,169,16002
Darwinian,0.0001,24,170,27121
Lamarckian,0.0001,24,170,1693
Combined,0.0001,24,170,22241
Darwinian,0.0001,24,171,155150
Lamarckian,0.0001,24,171,1763
Combined,0.0001,24,171,96527
Darwinian,0.0001,24,172,59055
Lamarckian,0.0001,24,172,1639
Combined,0.0001,24,172,23036
Darwinian,0.0001,24,173,30586
Lamarckian,0.0001,24,173,1620
Combined,0.0001,24,173,28913
Darwinian,0.0001,24,174,20388
Lamarckian,0.0001,24,174,1661
Combined,0.0001,24,174,24440
Darwinian,0.0001,24,175,18659
Lamarckian,0.0001,24,175,1688
Combined,0.0001,24,175,21863
Darwinian,0.0001,24,176,20169
Lamarckian,0.0001,24,176,1639
Combined,0.0001,24,176,21553
Darwinian,0.0001,24,177,21476
Lamarckian,0.0001,24,177,1672
Combined,0.0001,24,177,21081
Darwinian,0.0001,24,178,18828
Lamarckian,0.0001,24,178,1719
Combined,0.0001,24,178,22879
Darwinian,0.0001,24,179,40674
Lamarckian,0.0001,24,179,1647
Combined,0.0001,24,179,28862
Darwinian,0.0001,24,180,20548
Lamarckian,0.0001,24,180,1690
Combined,0.0001,24,180,46108
Darwinian,0.0001,24,181,20614
Lamarckian,0.0001,24,181,1700
Combined,0.0001,24,181,29302
Darwinian,0.0001,24,182,71118
Lamarckian,0.0001,24,182,1617
Combined,0.0001,24,182,44092
Darwinian,0.0001,24,183,19732
Lamarckian,0.0001,24,183,1652
Combined,0.0001,24,183,57318
Darwinian,0.0001,24,184,28164
Lamarckian,0.0001,24,184,1680
Combined,0.0001,24,184,23114
Darwinian,0.0001,24,185,56520
Lamarckian,0.0001,24,185,1623
Combined,0.0001,24,185,37593
Darwinian,0.0001,24,186,24381
Lamarckian,0.0001,24,186,1654
Combined,0.0001,24,186,28938
Darwinian,0.0001,24,187,107071
Lamarckian,0.0001,24,187,1685
Combined,0.0001,24,187,17465
Darwinian,0.0001,24,188,28810
Lamarckian,0.0001,24,188,1625
Combined,0.0001,24,188,42250
Darwinian,0.0001,24,189,23922
Lamarckian,0.0001,24,189,1634
Combined,0.0001,24,189,26248
Darwinian,0.0001,24,190,73112
Lamarckian,0.0001,24,190,1653
Combined,0.0001,24,190,19055
Darwinian,0.0001,24,191,51575
Lamarckian,0.0001,24,191,1721
Combined,0.0001,24,191,31749
Darwinian,0.0001,24,192,35157
Lamarckian,0.0001,24,192,1611
Combined,0.0001,24,192,25649
Darwinian,0.0001,24,193,20605
Lamarckian,0.0001,24,193,1674
Combined,0.0001,24,193,33153
Darwinian,0.0001,24,194,22486
Lamarckian,0.0001,24,194,1678
Combined,0.0001,24,194,28419
Darwinian,0.0001,24,195,22967
Lamarckian,0.0001,24,195,1676
Combined,0.0001,24,195,23940
Darwinian,0.0001,24,196,19080
Lamarckian,0.0001,24,196,1652
Combined,0.0001,24,196,23567
Darwinian,0.0001,24,197,28086
Lamarckian,0.0001,24,197,1666
Combined,0.0001,24,197,18627
Darwinian,0.0001,24,198,19642
Lamarckian,0.0001,24,198,1657
Combined,0.0001,24,198,27915
Darwinian,0.0001,24,199,23184
Lamarckian,0.0001,24,199,1690
Combined,0.0001,24,199,19398
Darwinian,0.0001,24,200,25319
Lamarckian,0.0001,24,200,1698
Combined,0.0001,24,200,28829
Darwinian,0.0001,24,201,30092
Lamarckian,0.0001,24,201,1749
Combined,0.0001,24,201,31610
Darwinian,0.0001,24,202,18325
Lamarckian,0.0001,24,202,1712
Combined,0.0001,24,202,30867
Darwinian,0.0001,24,203,20726
Lamarckian,0.0001,24,203,1688
Combined,0.0001,24,203,19550
Darwinian,0.0001,24,204,22493
Lamarckian,0.0001,24,204,1684
Combined,0.0001,24,204,19664
Darwinian,0.0001,24,205,21240
Lamarckian,0.0001,24,205,1604
Combined,0.0001,24,205,20262
Darwinian,0.0001,24,206,20929
Lamarckian,0.0001,24,206,1691
Combined,0.0001,24,206,37413
Darwinian,0.0001,24,207,19164
Lamarckian,0.0001,24,207,1677
Combined,0.0001,24,207,151092
Darwinian,0.0001,24,208,20275
Lamarckian,0.0001,24,208,1659
Combined,0.0001,24,208,25379
Darwinian,0.0001,24,209,17940
Lamarckian,0.0001,24,209,1664
Combined,0.0001,24,209,52292
Darwinian,0.0001,24,210,19506
Lamarckian,0.0001,24,210,1786
Combined,0.0001,24,210,2119013
Darwinian,0.0001,24,211,27390
Lamarckian,0.0001,24,211,1663
Combined,0.0001,24,211,78779
Darwinian,0.0001,24,212,28645
Lamarckian,0.0001,24,212,1667
Combined,0.0001,24,212,21710
Darwinian,0.0001,24,213,26254
Lamarckian,0.0001,24,213,1694
Combined,0.0001,24,213,18989
Darwinian,0.0001,24,214,21811
Lamarckian,0.0001,24,214,1709
Combined,0.0001,24,214,22910
Darwinian,0.0001,24,215,18635
Lamarckian,0.0001,24,215,1772
Combined,0.0001,24,215,27905
Darwinian,0.0001,24,216,17846
Lamarckian,0.0001,24,216,1739
Combined,0.0001,24,216,26968
Darwinian,0.0001,24,217,42882
Lamarckian,0.0001,24,217,1638
Combined,0.0001,24,217,30199
Darwinian,0.0001,24,218,17340
Lamarckian,0.0001,24,218,1585
Combined,0.0001,24,218,38228
Darwinian,0.0001,24,219,18453
Lamarckian,0.0001,24,219,1715
Combined,0.0001,24,219,17698
Darwinian,0.0001,24,220,15540
Lamarckian,0.0001,24,220,1663
Combined,0.0001,24,220,21815
Darwinian,0.0001,24,221,18838
Lamarckian,0.0001,24,221,1675
Combined,0.0001,24,221,30235
Darwinian,0.0001,24,222,21738
Lamarckian,0.0001,24,222,1706
Combined,0.0001,24,222,39726
Darwinian,0.0001,24,223,20974
Lamarckian,0.0001,24,223,1673
Combined,0.0001,24,223,28848
Darwinian,0.0001,24,224,22705
Lamarckian,0.0001,24,224,1657
Combined,0.0001,24,224,279590
Darwinian,0.0001,24,225,22218
Lamarckian,0.0001,24,225,1766
Combined,0.0001,24,225,23497
Darwinian,0.0001,24,226,22429
Lamarckian,0.0001,24,226,1726
Combined,0.0001,24,226,21459
Darwinian,0.0001,24,227,22694
Lamarckian,0.0001,24,227,1692
Combined,0.0001,24,227,27000
Darwinian,0.0001,24,228,24981
Lamarckian,0.0001,24,228,1656
Combined,0.0001,24,228,21637
Darwinian,0.0001,24,229,20959
Lamarckian,0.0001,24,229,1685
Combined,0.0001,24,229,19799
Darwinian,0.0001,24,230,18978
Lamarckian,0.0001,24,230,1684
Combined,0.0001,24,230,34936
Darwinian,0.0001,24,231,50395
Lamarckian,0.0001,24,231,1675
Combined,0.0001,24,231,54756
Darwinian,0.0001,24,232,21776
Lamarckian,0.0001,24,232,1661
Combined,0.0001,24,232,23952
Darwinian,0.0001,24,233,26005
Lamarckian,0.0001,24,233,1735
Combined,0.0001,24,233,22166
Darwinian,0.0001,24,234,22351
Lamarckian,0.0001,24,234,1677
Combined,0.0001,24,234,17977
Darwinian,0.0001,24,235,26699
Lamarckian,0.0001,24,235,1688
Combined,0.0001,24,235,22983
Darwinian,0.0001,24,236,17979
Lamarckian,0.0001,24,236,1752
Combined,0.0001,24,236,33215
Darwinian,0.0001,24,237,50678
Lamarckian,0.0001,24,237,1738
Combined,0.0001,24,237,23978
Darwinian,0.0001,24,238,105418
Lamarckian,0.0001,24,238,1629
Combined,0.0001,24,238,22848
Darwinian,0.0001,24,239,24722
Lamarckian,0.0001,24,239,1657
Combined,0.0001,24,239,30208
Darwinian,0.0001,24,240,26716
Lamarckian,0.0001,24,240,1655
Combined,0.0001,24,240,32356
Darwinian,0.0001,24,241,21223
Lamarckian,0.0001,24,241,1608
Combined,0.0001,24,241,33149
Darwinian,0.0001,24,242,22243
Lamarckian,0.0001,24,242,1672
Combined,0.0001,24,242,25138
Darwinian,0.0001,24,243,36519
Lamarckian,0.0001,24,243,1608
Combined,0.0001,24,243,34019
Darwinian,0.0001,24,244,85905
Lamarckian,0.0001,24,244,1723
Combined,0.0001,24,244,22849
Darwinian,0.0001,24,245,38703
Lamarckian,0.0001,24,245,1596
Combined,0.0001,24,245,17542
Darwinian,0.0001,24,246,34997
Lamarckian,0.0001,24,246,1650
Combined,0.0001,24,246,20364
Darwinian,0.0001,24,247,35208
Lamarckian,0.0001,24,247,1653
Combined,0.0001,24,247,21437
Darwinian,0.0001,24,248,17566
Lamarckian,0.0001,24,248,1691
Combined,0.0001,24,248,46608
Darwinian,0.0001,24,249,20730
Lamarckian,0.0001,24,249,1720
Combined,0.0001,24,249,28149
Darwinian,0.0001,24,250,19702
Lamarckian,0.0001,24,250,1684
Combined,0.0001,24,250,31176
Darwinian,0.0001,24,251,88697
Lamarckian,0.0001,24,251,1692
Combined,0.0001,24,251,18801
Darwinian,0.0001,24,252,16877
Lamarckian,0.0001,24,252,1647
Combined,0.0001,24,252,26233
Darwinian,0.0001,24,253,23028
Lamarckian,0.0001,24,253,1678
Combined,0.0001,24,253,40377
Darwinian,0.0001,24,254,24172
Lamarckian,0.0001,24,254,1708
Combined,0.0001,24,254,23126
Darwinian,0.0001,24,255,79735
Lamarckian,0.0001,24,255,1724
Combined,0.0001,24,255,18439
Darwinian,0.0001,24,256,154915
Lamarckian,0.0001,24,256,1674
Combined,0.0001,24,256,22208
Darwinian,0.0001,24,257,52304
Lamarckian,0.0001,24,257,1634
Combined,0.0001,24,257,20389
Darwinian,0.0001,24,258,34651
Lamarckian,0.0001,24,258,1688
Combined,0.0001,24,258,24238
Darwinian,0.0001,24,259,23892
Lamarckian,0.0001,24,259,1640
Combined,0.0001,24,259,33779
Darwinian,0.0001,24,260,27601
Lamarckian,0.0001,24,260,1683
Combined,0.0001,24,260,29764
Darwinian,0.0001,24,261,31038
Lamarckian,0.0001,24,261,1738
Combined,0.0001,24,261,25378
Darwinian,0.0001,24,262,24870
Lamarckian,0.0001,24,262,1721
Combined,0.0001,24,262,30172
Darwinian,0.0001,24,263,16939
Lamarckian,0.0001,24,263,1708
Combined,0.0001,24,263,22147
Darwinian,0.0001,24,264,33294
Lamarckian,0.0001,24,264,1649
Combined,0.0001,24,264,23067
Darwinian,0.0001,24,265,19605
Lamarckian,0.0001,24,265,1644
Combined,0.0001,24,265,24123
Darwinian,0.0001,24,266,26045
Lamarckian,0.0001,24,266,1696
Combined,0.0001,24,266,18095
Darwinian,0.0001,24,267,19788
Lamarckian,0.0001,24,267,1708
Combined,0.0001,24,267,86531
Darwinian,0.0001,24,268,542769
Lamarckian,0.0001,24,268,1725
Combined,0.0001,24,268,20895
Darwinian,0.0001,24,269,23080
Lamarckian,0.0001,24,269,1692
Combined,0.0001,24,269,24042
Darwinian,0.0001,24,270,21811
Lamarckian,0.0001,24,270,1724
Combined,0.0001,24,270,18795
Darwinian,0.0001,24,271,18995
Lamarckian,0.0001,24,271,1650
Combined,0.0001,24,271,19654
Darwinian,0.0001,24,272,20296
Lamarckian,0.0001,24,272,1683
Combined,0.0001,24,272,22796
Darwinian,0.0001,24,273,16219
Lamarckian,0.0001,24,273,1687
Combined,0.0001,24,273,26539
Darwinian,0.0001,24,274,36561
Lamarckian,0.0001,24,274,1690
Combined,0.0001,24,274,26195
Darwinian,0.0001,24,275,282356
Lamarckian,0.0001,24,275,1695
Combined,0.0001,24,275,152585
Darwinian,0.0001,24,276,38646
Lamarckian,0.0001,24,276,1682
Combined,0.0001,24,276,27133
Darwinian,0.0001,24,277,25707
Lamarckian,0.0001,24,277,1614
Combined,0.0001,24,277,163478
Darwinian,0.0001,24,278,87279
Lamarckian,0.0001,24,278,1660
